SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID
-101.4035899,30.71731385,null,null,CVX,2/14/2019,WOLFCAMP B,7641.0000,2973.0000,76.0000,839.8330,839.8330,126.5430,126.5430,7072.5670,321.7510,8579.5330,0.0540,4421.4917,0.7380,0.0080,3.1914,0.1560,0.2800,0.9570,5.6517,129803.5938,376
-101.4035899,30.71731385,null,null,CVX,2/14/2019,WOLFCAMP A,7641.0000,3076.0000,75.0000,862.7870,670.3640,193.8540,47.4750,6605.7920,,15337.1780,0.0370,3786.9175,0.4340,0.0040,2.3261,0.1450,0.3880,0.9560,5.6784,112774.6875,377
-101.4035899,30.71731385,null,null,CVX,2/14/2019,WOLFCAMP B,7627.0000,2988.0000,76.0000,349.8110,349.8110,332.2900,332.2900,6946.0240,323.9210,8521.5420,0.0510,4316.2215,0.7230,0.0080,2.9535,0.1530,0.2560,0.9560,5.6425,150635.9219,378
-102.1142074,32.74142995,-102.1142627,32.74157508,CVX,2/14/2019,WOLFCAMP A,7642.0000,3076.0000,76.0000,349.1330,542.9430,197.9710,332.2900,6613.7340,,15291.2900,0.0380,3757.2347,0.4560,0.0040,2.3439,0.1450,0.4010,0.9550,5.6843,120137.1406,379
-102.0948057,32.8970926,-102.0946525,32.89713811,CVX,5/2/2017,WOLFCAMP A,10162.0000,2009.0000,47.0000,469.4280,441.6180,271.7920,279.5220,6682.9260,,27844.3490,0.0550,3846.0017,0.3210,0.0070,2.6370,0.1650,0.3140,0.9660,5.5369,266705.0000,380
-102.0946525,32.89713811,-102.0946525,32.89713811,CVX,5/10/2017,WOLFCAMP B,10082.0000,1997.0000,46.0000,426.3660,426.3660,258.3800,258.3800,6962.4480,336.2550,12585.9740,0.0620,4096.7916,0.6510,0.0040,2.8046,0.2010,0.1620,0.9660,5.5231,153683.3281,381
-102.1895043,32.9071627,-102.1895043,32.9071627,CVX,5/3/2017,WOLFCAMP A,10162.0000,1901.0000,51.0000,905.0390,440.7680,312.5810,45.7100,6704.0680,,22661.4960,0.0460,4056.6473,0.3460,0.0070,2.3364,0.1550,0.3660,0.9650,5.4800,163563.6719,382
-102.1508431,32.89654869,-102.1508431,32.89654869,CVX,3/6/2018,WOLFCAMP B,10182.0000,1681.0000,63.0000,872.0010,663.4480,106.2400,104.0780,7070.8500,317.3340,11789.2980,0.0450,4372.6519,0.5190,0.0040,3.0183,0.1570,0.2690,0.9650,5.4766,207139.6250,383
-102.1936701,32.8908539,-102.1936701,32.8908539,CVX,3/6/2018,WOLFCAMP A,10282.0000,1690.0000,63.0000,420.2930,662.7930,177.0620,308.4140,6658.3580,,25684.5770,0.0530,3917.8866,0.3330,0.0120,2.5360,0.1580,0.3270,0.9640,5.4672,233938.3750,384
-102.202911,32.90736241,-102.2029821,32.90710534,CVX,3/6/2018,WOLFCAMP B,10282.0000,1728.0000,64.0000,419.7560,419.7560,308.4140,308.4140,6966.7720,317.3340,12730.6700,0.0640,4498.6348,0.6300,0.0070,2.9380,0.1770,0.2190,0.9640,5.5677,177862.3438,385
-101.7413918,32.89243351,-101.7413701,32.89241916,CVX,3/6/2018,WOLFCAMP A,10281.0000,1699.0000,63.0000,469.3440,469.3440,25.6800,25.6800,6639.4970,,23774.9080,0.0500,3828.9052,0.3400,0.0120,2.4147,0.1550,0.3410,0.9630,5.4832,191406.6563,386
-101.6897892,32.64869462,-101.689743,32.64869732,CVX,3/13/2018,WOLFCAMP B,10282.0000,1713.0000,66.0000,879.5150,879.5150,113.1250,113.1250,7079.8970,316.6880,11745.1730,0.0500,4461.4885,0.5820,0.0070,2.7933,0.1630,0.2640,0.9630,5.5986,193423.7813,387
-102.1979064,32.89032171,-102.1979659,32.8903198,CVX,3/12/2018,WOLFCAMP A,10337.0000,1719.0000,38.0000,438.2920,438.2920,25.6800,25.6800,6665.1770,,24047.7300,0.0510,4080.4051,0.3680,0.0120,2.3866,0.1540,0.3620,0.9620,5.1361,152057.2188,388
-101.7563918,32.66758571,-101.7559709,32.66783544,CVX,2/21/2018,WOLFCAMP B,10282.0000,1720.0000,64.0000,438.1590,438.1590,296.7270,296.7270,6961.9040,316.6880,10083.2920,0.0550,4528.8425,0.6770,0.0090,2.8959,0.1700,0.2330,0.9620,5.5666,219116.2656,389
-101.7422921,32.88068395,-101.7423177,32.88068716,CVX,2/21/2018,WOLFCAMP A,10278.0000,1695.0000,67.0000,879.4180,660.3760,168.9220,35.0890,6659.1480,,24631.1410,0.0510,3886.9966,0.3510,0.0150,2.4269,0.1520,0.3690,0.9610,5.5359,192276.7344,390
-101.9287961,32.63492402,-101.9287457,32.63493238,CVX,8/27/2018,WOLFCAMP B,9973.0000,1704.0000,59.0000,899.7000,892.8760,157.9010,126.0050,7139.1420,285.6460,13965.4720,0.0530,4146.2507,0.5340,0.0110,3.4656,0.1710,0.2560,0.9700,5.3664,208598.9844,391
-101.7453905,32.68529396,-101.7454042,32.68529145,CVX,8/27/2018,WOLFCAMP B,10181.0000,1711.0000,59.0000,899.4440,422.4410,275.9420,121.7030,7013.1370,309.8900,12036.4610,0.0550,4402.2708,0.6130,0.0140,2.7118,0.1700,0.2530,0.9710,5.4403,211471.8594,392
-102.0328964,32.59766145,-102.0328578,32.59766907,CVX,8/27/2018,WOLFCAMP B,10357.0000,1654.0000,59.0000,955.7770,474.9230,136.7520,121.7030,7134.8400,308.4770,13599.6820,0.0520,4242.2559,0.5400,0.0090,3.1551,0.1710,0.2610,0.9690,5.4640,154296.2500,393
-101.7036894,32.6793847,-101.7036793,32.67960346,CVX,8/9/2018,WOLFCAMP B,10260.0000,2717.0000,65.0000,939.6280,448.4390,136.7520,136.7520,6998.0880,324.1560,11133.7410,0.0530,4360.8925,0.6340,0.0140,2.7669,0.1720,0.2480,0.9690,6.6982,186326.6406,394
-101.7411868,32.67872487,-101.741185,32.67871967,CVX,8/9/2018,WOLFCAMP B,7660.0000,3692.0000,65.0000,906.5610,906.5610,147.2990,147.2990,7149.3360,329.9910,9790.4320,0.0450,4377.8630,0.6300,0.0130,2.6533,0.1770,0.2670,0.9690,6.1765,142923.0625,395
-102.1574104,32.95452074,-102.1573719,32.95451989,CVX,8/9/2018,WOLFCAMP B,10260.0000,2756.0000,65.0000,789.6030,121.1670,280.4710,91.8040,7002.0360,329.9910,10851.8800,0.0520,4427.0783,0.6120,0.0130,2.6500,0.1760,0.2540,0.9680,6.7587,172327.1875,396
-102.1567094,32.78620817,-102.1567888,32.78620698,SM,10/24/2014,WOLFCAMP B,4944.0000,1845.0000,45.0000,415.9950,534.2030,42.2810,83.7000,6757.3700,206.7180,23383.3330,0.0520,4079.5465,0.3450,0.0030,2.8948,0.1680,0.2790,0.8760,3.4023,58044.8320,397
-102.0232065,32.76688195,-102.0223897,32.76716322,SM,2/4/2017,SPRABERRY LOWER SHALE,7711.0000,1848.0000,56.0000,6.5940,6.5940,237.0180,237.0180,6074.7300,,19343.1770,0.0510,2967.8371,0.3990,0.0100,2.3298,0.1910,0.2230,0.8720,4.6453,121261.0000,398
-101.7921884,32.56214486,-101.7921791,32.56231502,SM,2/5/2017,WOLFCAMP A,7702.0000,1848.0000,60.0000,6.9370,6.9370,145.3540,145.3540,6311.7490,,29857.7850,0.0500,3078.1746,0.3520,0.0070,2.4525,0.1910,0.2680,0.8720,4.7187,107133.0000,399
-101.8057865,32.59332777,-101.8057865,32.59332777,SM,2/4/2017,DEAN,7701.0000,1850.0000,57.0000,523.0130,523.0130,91.6640,145.3540,6166.3950,,9674.5150,0.0510,2262.9392,0.6140,,1.9879,0.1970,0.1640,0.8730,4.6568,140820.0000,400
-101.8056919,32.59294558,-101.8057865,32.59332777,SM,8/26/2017,SPRABERRY LOWER SHALE,7383.0000,1868.0000,60.0000,241.3290,241.3290,239.0580,239.0580,6069.7890,,22954.9810,0.0510,2921.3650,0.3020,0.0010,2.5700,0.2050,0.1970,0.8640,4.5551,125361.0000,401
-101.8281973,32.72727225,-101.8279778,32.72743753,SM,8/26/2017,SPRABERRY MIDDLE,7370.0000,1850.0000,57.0000,2000.0000,2000.0000,500.0000,500.0000,5478.2270,,16859.1860,0.0460,1881.3049,0.3590,,2.4545,0.1990,0.2330,0.8640,4.4188,100062.9922,402
-102.1927108,32.90807193,-102.192259,32.90840514,SM,8/27/2017,WOLFCAMP A,7220.0000,1893.0000,68.0000,247.9320,332.1670,500.0000,364.8230,6673.6700,,15124.9970,0.0300,3818.9097,0.3970,0.0020,1.9283,0.1300,0.4450,0.8650,4.6837,75806.0078,403
-102.1717077,32.9126229,-102.1717559,32.91266058,SM,8/26/2017,WOLFCAMP A,7385.0000,1852.0000,60.0000,241.1650,241.1650,500.0000,239.0580,6308.8470,,12269.9290,0.0550,3514.3482,0.5700,0.0030,2.2362,0.2170,0.1740,0.8640,4.5729,125887.0000,404
-101.9223955,32.56867243,-101.9221662,32.56911644,SM,10/1/2013,WOLFCAMP B,4960.0000,1482.0000,44.0000,1160.6910,1160.6910,34.5110,34.5110,6785.0460,178.5950,11965.0020,0.0640,4018.9838,0.4170,0.0040,3.2809,0.1940,0.1730,0.8920,3.1951,94489.8594,405
-102.1506054,32.91727306,-102.150451,32.91725982,SM,6/4/2016,WOLFCAMP B,4952.0000,1869.0000,58.0000,718.2450,718.2450,98.3610,98.3610,6827.3770,204.1490,9745.7520,0.0490,3862.0293,0.4520,0.0020,2.8650,0.1520,0.2830,0.8970,3.5340,80312.9531,406
-102.1790086,32.95818302,-102.1788358,32.95797845,BAYSWATER,10/21/2018,WOLFCAMP A,8430.0000,2139.0000,75.0000,677.8750,677.8750,11.2590,11.2590,4324.2230,,16030.9330,0.0440,2935.5126,0.3060,0.0190,2.5744,0.1820,0.2530,0.7950,6.7242,119829.0000,407
-102.0384041,32.69945931,-102.0383024,32.69936453,PXD,5/19/2018,WOLFCAMP B,8672.0000,2478.0000,55.0000,1037.1050,901.9280,15.1820,27.1760,6558.2310,489.0260,31977.7945,0.0660,3856.2952,0.4250,0.0100,10.1996,0.1830,0.3020,0.9370,7.0814,194810.0625,408
-101.731093,32.77439609,-101.7311549,32.77456811,PXD,5/19/2018,WOLFCAMP C,9722.0000,2474.0000,56.0000,741.4990,741.4990,12.2170,12.2170,6585.4070,,31044.0790,0.0610,4510.8850,0.4060,,5.9850,0.1760,0.3020,0.9420,7.8133,214171.6875,409
-102.1024043,32.90511133,-102.1024063,32.90521184,PXD,5/19/2018,WOLFCAMP C,9872.0000,2472.0000,56.0000,741.3790,741.3790,12.2170,12.2170,6573.1900,,32867.7060,0.0670,4601.8171,0.4350,,2.8050,0.1790,0.2930,0.9420,7.9219,205253.4375,410
-102.1811074,32.80569042,-102.1810984,32.80571017,PXD,1/31/2020,WOLFCAMP A,9781.0000,2000.0000,46.0000,,,,,5730.0776,,,0.0750,,,0.0150,,0.2420,0.1510,0.9420,6.8164,158871.9219,411
-101.9665914,32.55494313,-101.9665683,32.55493933,PXD,10/18/2017,WOLFCAMP B,9803.0000,2001.0000,44.0000,873.7530,873.7530,9.1750,9.1750,6553.0510,493.6370,29417.6990,0.0630,4241.0752,0.4830,0.0080,7.6431,0.1720,0.3100,0.9420,6.8795,156265.0000,412
-101.7595952,32.85107357,-101.7592253,32.85160178,PXD,9/27/2017,WOLFCAMP B,9628.0000,2014.0000,43.0000,874.0210,874.0210,9.1750,9.1750,6543.8760,494.6250,29436.2570,0.0630,4294.5531,0.4870,0.0070,5.4318,0.1710,0.3100,0.9420,6.7834,151162.0156,413
-101.7592253,32.85160178,-101.7592253,32.85160178,PXD,9/27/2017,WOLFCAMP B,9767.0000,1994.0000,43.0000,878.2060,821.8660,7.1780,11.1680,6555.0440,495.4950,34530.9000,0.0650,4116.5944,0.4320,0.0060,8.2180,0.1760,0.3110,0.9450,6.8487,145651.0000,414
-101.8108874,32.59553584,-101.8108626,32.59533554,PXD,10/10/2017,WOLFCAMP B,9842.0000,2042.0000,46.0000,874.5010,874.5010,4.9750,4.9750,6507.4590,496.3450,25856.1550,0.0670,4089.7578,0.5450,0.0080,2.5550,0.1800,0.3000,0.9430,7.0070,174871.0000,415
-102.1896132,32.95274316,-102.1896208,32.95282709,PXD,10/11/2017,WOLFCAMP B,9674.0000,2048.0000,45.0000,874.0750,874.0750,4.9750,4.9750,6502.4840,495.1040,26440.8460,0.0670,4140.1525,0.5450,0.0080,2.5641,0.1800,0.3000,0.9420,6.8928,175835.0000,416
-102.1896132,32.95274316,-102.1848297,32.95637483,PXD,10/11/2017,WOLFCAMP B,9842.0000,2059.0000,46.0000,890.0580,890.0580,22.8820,22.8820,6525.3660,495.1040,27727.8080,0.0650,4148.6775,0.5170,0.0080,5.7461,0.1760,0.3040,0.9420,7.0327,163571.0000,417
-102.179102,32.58634727,-102.1791623,32.58641629,PXD,11/17/2018,WOLFCAMP B,9942.0000,2847.0000,46.0000,1035.3180,1035.3180,1.6040,1.6040,6557.3610,494.6780,33412.7650,0.0670,4407.5311,0.3450,0.0130,4.3574,0.2190,0.2270,0.9450,8.3432,193249.0000,418
-101.7548888,32.67301416,-101.7550104,32.67299237,PXD,11/19/2018,WOLFCAMP B,9942.0000,2852.0000,46.0000,1014.9350,1014.9350,1.6040,1.6040,6555.7570,494.6780,31262.8780,0.0660,4479.0783,0.3540,0.0100,4.8630,0.2220,0.2210,0.9450,8.3475,197937.0000,419
-102.0228017,32.85049082,-102.0227231,32.85030476,PXD,6/19/2016,WOLFCAMP B,9903.0000,1640.0000,54.0000,865.3990,865.3990,34.4230,34.4230,6550.1140,496.1100,33897.7560,0.0590,4388.2244,0.3870,0.0140,5.8529,0.1730,0.3080,0.9380,6.6044,166689.0000,420
-102.0293094,32.86204204,-102.0290663,32.86246419,PXD,6/19/2016,WOLFCAMP B,9903.0000,1667.0000,55.0000,867.3600,867.3600,9.0840,9.0840,6515.6920,495.4060,42794.8730,0.0660,4213.0013,0.3130,0.0140,11.8656,0.1720,0.3090,0.9380,6.6518,174910.0000,421
-102.1243075,32.93224222,-102.1243305,32.93250261,PXD,6/18/2016,WOLFCAMP B,9604.0000,1658.0000,55.0000,896.4510,896.4510,9.0840,9.0840,6524.7760,495.4060,39034.5710,0.0620,4265.3239,0.3420,0.0140,26.5855,0.1730,0.3000,0.9380,6.4684,169788.0000,422
-101.7392941,32.8291041,-101.7388688,32.82933894,PXD,6/24/2016,WOLFCAMP B,9902.0000,1707.0000,53.0000,791.7880,819.6780,50.7350,99.0850,6592.3770,476.7730,32672.4190,0.0640,4403.5783,0.3910,0.0150,12.7237,0.1840,0.2780,0.9430,6.6992,236788.0000,423
-101.7992913,32.52682368,-101.7990717,32.52658081,PXD,6/23/2016,WOLFCAMP B,9902.0000,1703.0000,54.0000,847.6710,847.6710,2.3860,2.3860,6589.9910,483.9760,30558.5930,0.0640,4436.0451,0.4090,0.0150,7.1319,0.1890,0.2740,0.9430,6.7045,213551.0000,424
-102.0034085,32.82673984,-102.0034263,32.82674139,PXD,6/28/2016,WOLFCAMP B,9752.0000,1687.0000,53.0000,882.2850,843.1520,18.7560,26.8880,6563.1030,483.9760,34719.3810,0.0650,4285.7224,0.3530,0.0150,8.2318,0.1960,0.2600,0.9440,6.5801,166120.0000,425
-101.8691896,32.58291288,-101.8691592,32.58290692,PXD,9/30/2018,WOLFCAMP B,9822.0000,2656.0000,47.0000,804.0680,846.4230,17.3650,10.6230,6552.4800,483.9760,27521.2470,0.0590,4246.9278,0.4290,0.0160,4.5474,0.1910,0.2870,0.9440,7.9835,176990.0156,426
-101.7841927,32.62761437,-101.7841614,32.62761499,PXD,10/1/2018,WOLFCAMP B,9942.0000,2661.0000,47.0000,886.0870,886.0870,24.1060,24.1060,6528.3750,490.2560,21254.7540,0.0520,4194.0629,0.4980,0.0160,2.8952,0.1930,0.2920,0.9440,8.0714,172827.0000,427
-101.7482901,32.57865515,-101.7481692,32.5787736,PXD,1/8/2018,WOLFCAMP B,9813.0000,2518.0000,51.0000,878.0400,443.7280,1.7650,1.7650,6648.0930,509.6600,17061.8120,0.0570,4713.5945,0.6550,0.0100,2.8061,0.1800,0.2680,0.9500,7.8608,193236.0000,428
-102.1158484,32.57571869,-102.1158484,32.57571869,PXD,12/30/2017,WOLFCAMP B,9813.0000,2531.0000,50.0000,876.7920,434.1070,296.3740,1.7650,6649.8580,509.6600,13974.0730,0.0620,4197.7570,0.7380,0.0100,2.5364,0.2050,0.2550,0.9500,8.1333,171195.0000,429
-102.0331087,32.86591025,-102.0331403,32.86589599,PXD,12/29/2017,WOLFCAMP B,9813.0000,2515.0000,50.0000,876.7630,439.1560,314.6630,11.2540,6661.1120,504.7700,6588.0530,0.0350,4719.3600,0.8730,0.0100,2.5876,0.1700,0.2510,0.9500,7.8329,185052.0000,430
-102.0331403,32.86589599,-102.0331403,32.86589599,PXD,12/26/2017,WOLFCAMP B,9753.0000,2897.0000,72.0000,885.1740,885.1740,3.3780,3.3780,6568.5390,516.4290,14004.1450,0.0570,4195.8689,0.7150,0.0100,3.4353,0.1680,0.3180,0.9500,8.8163,287587.0000,431
-102.1988066,32.89183237,-102.1983488,32.89196174,PXD,12/27/2017,WOLFCAMP B,9753.0000,2950.0000,73.0000,869.6470,869.6470,0.6580,0.6580,6571.9170,513.6880,14272.0850,0.0560,4212.0747,0.6870,0.0100,4.0684,0.1680,0.3140,0.9500,8.9221,260849.0000,432
-101.8128864,32.55766255,-101.8130105,32.55774107,PXD,12/27/2017,WOLFCAMP B,9753.0000,2942.0000,73.0000,869.2250,869.2250,0.6580,0.6580,6571.2600,513.6880,14896.4690,0.0600,4238.2578,0.6860,0.0100,7.0779,0.1680,0.3120,0.9500,8.8939,233485.9844,433
-102.1949004,32.90202549,-102.1949994,32.90203309,PXD,8/14/2018,WOLFCAMP B,9882.0000,2948.0000,50.0000,440.9030,440.9030,295.4920,295.4920,6353.4830,509.6600,14515.8780,0.0700,3928.6494,0.7360,0.0100,2.8484,0.1810,0.2630,0.9500,8.4728,173316.0156,434
-101.7674921,32.70326554,-101.7675836,32.70321976,PXD,8/15/2018,WOLFCAMP B,9876.0000,2959.0000,49.0000,436.3720,436.3720,309.0360,309.0360,6346.4490,509.6600,13300.6720,0.0670,3899.3304,0.7370,0.0100,2.7502,0.1810,0.2640,0.9500,8.4682,171911.0000,435
-101.7411778,32.56944823,-101.7411778,32.56944823,PXD,2/16/2019,WOLFCAMP C,7472.0000,2689.0000,72.0000,843.7320,843.7320,4.8400,4.8400,6571.2030,,20698.0230,0.0820,4408.4598,0.6950,,2.6555,0.2170,0.2190,0.9270,6.7483,157145.0000,436
-102.0354976,32.65968242,-102.0355441,32.65961479,PXD,11/2/2018,WOLFCAMP B,7182.0000,2937.0000,45.0000,919.8250,919.8250,14.5950,14.5950,6651.7230,509.9670,18738.1620,0.0600,4570.1562,0.6910,0.0130,2.8224,0.1870,0.2560,0.9490,6.4429,153509.0000,437
-102.1637047,32.90122045,-102.163656,32.90112415,PXD,11/1/2018,WOLFCAMP B,7062.0000,2967.0000,47.0000,905.2720,905.2720,14.5950,14.5950,6637.1280,509.9670,16396.3490,0.0580,4523.4752,0.7170,0.0130,2.7417,0.1860,0.2690,0.9490,6.3918,121803.0000,438
-102.0932036,32.89249196,-102.093216,32.89261409,PXD,11/5/2018,WOLFCAMP B,7182.0000,2829.0000,45.0000,903.7810,783.3310,42.1160,30.8270,6606.3010,509.9670,19271.7590,0.0630,4326.4108,0.6760,0.0120,6.9001,0.1840,0.2830,0.9490,6.2984,101640.0000,439
-101.7678895,32.55280616,-101.7678823,32.55239558,PXD,12/13/2018,WOLFCAMP B,7172.0000,2729.0000,70.0000,917.7260,917.7260,2.6280,2.6280,6597.4310,499.4920,13968.5550,0.0550,4549.3590,0.7080,0.0120,2.7321,0.1850,0.2580,0.9490,6.5484,160335.0000,440
-101.7678823,32.55239558,-101.7678823,32.55239558,PXD,7/14/2016,WOLFCAMP B,10270.0000,1672.0000,54.0000,688.8180,688.8180,16.4580,16.4580,6546.6990,451.5490,18516.7920,0.0520,4181.9815,0.4930,0.0140,2.7805,0.1740,0.3210,0.9460,6.8542,212108.0000,441
-102.1570063,32.91584254,-102.1569389,32.9155547,PXD,7/13/2016,WOLFCAMP B,10203.0000,1688.0000,54.0000,628.7450,628.7450,14.7550,14.7550,6530.2410,451.5490,19856.4300,0.0560,4264.6310,0.4740,0.0150,2.8034,0.1790,0.2990,0.9460,6.8403,195252.0000,442
-102.2040097,32.89079095,-102.203719,32.89079203,PXD,7/25/2016,WOLFCAMP B,9967.0000,1669.0000,54.0000,628.3230,628.3230,14.7550,14.7550,6515.4860,455.7290,19686.0630,0.0550,4212.7880,0.4570,0.0150,2.7376,0.1810,0.3090,0.9460,6.6789,217099.0000,443
-101.7542938,32.6637938,-101.7542744,32.66357072,PXD,3/1/2016,WOLFCAMP B,9838.0000,1412.0000,40.0000,657.2550,657.2550,28.8720,28.8720,6557.9440,493.9320,16473.4780,0.0710,4289.6303,0.7680,0.0090,2.9533,0.1690,0.2760,0.9460,5.9250,190062.0000,444
-101.9856948,32.56048991,-101.985309,32.56038933,PXD,3/3/2016,WOLFCAMP B,9837.0000,1417.0000,40.0000,657.0750,657.0750,2.8110,2.8110,6529.0710,493.9320,26758.4830,0.0760,4514.3429,0.6500,0.0090,2.9981,0.1630,0.2810,0.9460,5.9283,176171.0000,445
-101.7447877,32.68663295,-101.7445455,32.68662928,PXD,3/10/2016,WOLFCAMP B,9837.0000,1413.0000,39.0000,659.1020,659.1020,2.8110,2.8110,6526.2610,499.5080,24243.1020,0.0730,4487.5678,0.6690,0.0090,2.9691,0.1660,0.2800,0.9460,5.9095,264086.0000,446
-101.6912921,32.65354323,-101.6914041,32.65356025,PXD,6/24/2018,WOLFCAMP B,10302.0000,2559.0000,47.0000,952.8930,952.8930,20.5090,20.5090,6812.1540,492.8930,12762.4410,0.0510,4424.2238,0.7710,0.0090,5.4396,0.1590,0.3250,0.9460,8.2123,204321.0000,447
-101.6914041,32.65356025,-101.6914041,32.65356025,PXD,1/17/2016,WOLFCAMP C,7521.0000,1363.0000,40.0000,2000.0000,1004.9850,42.3240,500.0000,6843.8770,,19608.5810,0.0570,4640.2712,0.6330,,2.8065,0.1690,0.3010,0.9480,4.7902,158286.9844,448
-102.1613098,32.78534986,-102.161352,32.78533398,PXD,8/22/2018,WOLFCAMP B,9942.0000,2886.0000,48.0000,870.2090,870.2090,47.0330,47.0330,6809.0230,442.0820,17065.6760,0.0470,4524.9539,0.5940,0.0240,6.3585,0.1410,0.3290,0.9440,8.4449,212703.0000,449
-101.6991883,32.65285659,-101.6989553,32.65296706,PXD,8/23/2018,WOLFCAMP B,9942.0000,2861.0000,49.0000,872.0340,876.0570,500.0000,47.0330,6761.9900,438.8460,18385.7960,0.0490,4508.9983,0.5800,0.0230,5.0528,0.1400,0.3330,0.9440,8.4721,196024.0000,450
-101.7503882,32.55603342,-101.7503583,32.55600101,PXD,8/9/2018,WOLFCAMP B,9942.0000,2740.0000,49.0000,880.8430,878.1060,500.0000,189.7730,6737.4250,441.1720,19149.2910,0.0500,4531.2360,0.5690,0.0230,4.0244,0.1430,0.3300,0.9450,8.2832,201101.0000,451
-102.1379184,32.88988577,-102.1379184,32.88988577,PXD,8/9/2018,WOLFCAMP B,9942.0000,2664.0000,47.0000,875.4760,875.4760,0.4580,0.4580,6744.8160,441.1720,17481.5330,0.0510,4513.4719,0.6120,0.0220,3.8616,0.1410,0.3350,0.9450,8.1295,205454.0000,452
-101.7163923,32.60428666,-101.7167943,32.60436406,PXD,8/8/2018,WOLFCAMP B,9942.0000,2702.0000,49.0000,887.3480,887.3480,0.4580,0.4580,6744.3580,448.2000,17403.2240,0.0520,4541.3293,0.6220,0.0220,3.7276,0.1430,0.3330,0.9450,8.2358,214461.0000,453
-101.7167943,32.60436406,-101.7167943,32.60436406,PXD,5/18/2016,WOLFCAMP B,7325.0000,1737.0000,54.0000,861.7820,861.7820,30.0960,30.0960,6567.4450,514.4460,23479.2935,0.0710,4024.7799,0.6710,0.0100,2.9688,0.1950,0.2400,0.9480,5.2734,173601.0000,454
-101.8017932,32.62380345,-101.8017392,32.62384905,PXD,4/18/2016,WOLFCAMP B,7325.0000,1740.0000,54.0000,861.4520,861.4520,10.0480,10.0480,6537.3490,513.2810,21446.9290,0.0750,4196.2578,0.7080,0.0100,3.1896,0.1860,0.2300,0.9490,5.2718,156633.0000,455
-101.7968879,32.57961283,-101.7972598,32.57942458,PXD,5/7/2016,WOLFCAMP B,7325.0000,1729.0000,53.0000,876.1440,876.1440,10.0480,10.0480,6547.3970,521.1520,25802.4770,0.0750,4083.8852,0.6540,0.0100,3.2173,0.1980,0.2120,0.9490,5.2502,182166.0000,456
-101.7243874,32.67771389,-101.7244354,32.67776309,PXD,6/24/2018,WOLFCAMP C,7422.0000,2534.0000,46.0000,2000.0000,2000.0000,500.0000,500.0000,6851.5440,,16204.1600,0.0600,4563.7751,0.7570,,2.7364,0.1700,0.2750,0.9490,6.1893,150981.0000,457
-102.0485976,32.52768287,-102.0488447,32.527821,PXD,8/31/2017,WOLFCAMP C,9758.0000,1692.0000,55.0000,973.3650,973.3650,13.2860,13.2860,6872.6760,,15186.2480,0.0500,4671.4611,0.7150,,3.1016,0.1540,0.3250,0.9460,6.6885,184828.0000,458
-101.7263862,32.6722244,-101.7263872,32.67214375,PXD,8/31/2017,WOLFCAMP C,9954.0000,1656.0000,54.0000,781.4160,781.4160,8.2370,8.2370,6859.3890,,17358.5980,0.0520,4688.7444,0.6960,,3.4596,0.1590,0.3210,0.9460,6.7202,194510.0000,459
-102.0138924,32.5342709,-102.0141422,32.53425205,PXD,1/8/2018,WOLFCAMP A,9757.0000,2026.0000,51.0000,874.3410,874.3410,3.5750,3.5750,6218.8860,,27832.9750,0.0480,3567.2595,0.3380,0.0070,2.4514,0.1700,0.3920,0.9460,6.9894,183025.0000,460
-102.1460984,32.54164918,-102.1460795,32.5416585,PXD,8/27/2017,WOLFCAMP C,9757.0000,1726.0000,55.0000,782.0750,782.0750,2.3320,2.3320,6851.1520,,19127.9500,0.0520,4639.8368,0.6740,,5.3515,0.1560,0.3160,0.9460,6.7349,126347.0000,461
-101.762388,32.73345581,-101.7623364,32.73336845,PXD,1/22/2018,WOLFCAMP A,9757.0000,1989.0000,51.0000,768.3560,768.3560,7.3170,7.3170,6192.5080,,29573.6650,0.0480,3153.4489,0.2830,0.0080,2.4099,0.1710,0.3880,0.9460,6.9221,159952.0156,462
-102.1138956,32.54426983,-102.1138885,32.54434646,PXD,8/23/2017,WOLFCAMP C,9757.0000,1722.0000,55.0000,877.8020,877.8020,2.3320,2.3320,6853.4850,,18533.0550,0.0520,4606.1907,0.6940,,5.4519,0.1640,0.2970,0.9460,6.7221,169293.0000,463
-101.826304,32.64879259,-101.826304,32.64879259,PXD,1/25/2018,WOLFCAMP A,9907.0000,1987.0000,50.0000,768.3320,768.3320,7.3170,7.3170,6185.1910,,28871.5420,0.0490,3358.5792,0.3280,0.0080,2.4281,0.1770,0.3760,0.9460,6.9986,175763.0000,464
